Group,Genus species,brain mass,Ref. brain mass,body mass,Ref. body mass,hibernation,Ref. hibernation,diurnality,Ref. diurnality,substrate use,Ref. substrate use,diet,Ref. diet,mid-latitude of geographical distribution ,Ref. mid-latitude of geographical distribution
Carnivora,Paradoxurus hermaphroditus,18.42,Graber and Heldstab unpublished data,3175.00,Isler and van Schaik 2006,0,Botero et al 2013,0,Jones et al 2009,3,Jones et al 2009,3,Wilman et al 2014,12.12,Jones et al 2009
Carnivora,Paradoxurus zeylonensis,17.81,Isler and van Schaik 2009,2380.00,Isler and van Schaik 2009,0,Botero et al 2013,0,Jones et al 2009,3,Jones et al 2009,3,Wilman et al 2014,6.93,Jones et al 2009
Carnivora,Phoca largha,253.75,Bininda-Emonds 2000,86000.00,Bininda-Emonds 2000,0,Kalman 2000,0,Animal Diversity Web,1,Animal Diversity Web,4,Animal Diversity Web,56.30,IUCN 2017
Carnivora,Phoca vitulina,214.33,Graber and Heldstab unpublished data,77500.00,Bininda-Emonds 2000,0,Kalman 2000,0,Animal Diversity Web,1,Animal Diversity Web,4,Animal Diversity Web,54.00,Heldstab et al 2018
Carnivora,Phocarctos hookeri,370.00,Bininda-Emonds 2000,183000.00,Bininda-Emonds 2000,0,Kalman 2000,0,Animal Diversity Web,1,Animal Diversity Web,4,Animal Diversity Web,47.70,IUCN 2017
Carnivora,Poecilogale albinucha,4.50,Isler and van Schaik 2012,250.00,Isler and van Schaik 2012,0,Botero et al 2013,0,Isler and van Schaik 2012,2,Isler and van Schaik 2012,4,Isler and van Schaik 2012,-16.13,Jones et al 2009
Carnivora,Potos flavus,26.14,Graber and Heldstab unpublished data,2800.00,Isler and van Schaik 2012,0,Botero et al 2013,0,Isler and van Schaik 2012,4,Isler and van Schaik 2012,3,Isler and van Schaik 2012,0.30,Jones et al 2009
Carnivora,Prionailurus bengalensis,26.36,Graber and Heldstab unpublished data,2500.00,Isler and van Schaik 2009,0,Botero et al 2013,0,Jones et al 2009,3,Jones et al 2009,4,Animal Diversity Web,20.75,Jones et al 2009
Carnivora,Prionailurus planiceps,23.67,Graber and Heldstab unpublished data,1500.00,Animal Diversity Web,0,Botero et al 2013,0,Jones et al 2009,3,Jones et al 2009,4,Animal Diversity Web,1.06,Jones et al 2009
Carnivora,Prionailurus rubiginosus,19.00,Isler and van Schaik 2009,1100.00,Isler and van Schaik 2009,0,Botero et al 2013,0,Jones et al 2009,3,Jones et al 2009,4,Animal Diversity Web,14.64,Jones et al 2009
Carnivora,Prionailurus viverrinus,42.83,Graber and Heldstab unpublished data,6800.00,Animal Diversity Web,0,Botero et al 2013,0,Jones et al 2009,3,Jones et al 2009,4,Animal Diversity Web,10.29,Jones et al 2009
Carnivora,Prionodon linsang,8.50,Isler and van Schaik 2012,698.00,Isler and van Schaik 2012,0,Botero et al 2013,0,Isler and van Schaik 2012,3,Isler and van Schaik 2012,4,Isler and van Schaik 2012,3.95,Jones et al 2009
Carnivora,Prionodon pardicolor,9.03,Isler and van Schaik 2009,885.00,Isler and van Schaik 2009,0,Botero et al 2013,0,Animal Diversity Web,4,Animal Diversity Web,4,Animal Diversity Web,21.41,Jones et al 2009
Carnivora,Procyon lotor,41.90,Heldstab et al 2016,5620.00,Isler and van Schaik 2012,0,Botero et al 2013,0,Isler and van Schaik 2012,3,Isler and van Schaik 2012,3,Isler and van Schaik 2012,32.99,Jones et al 2009
Carnivora,Proteles cristata,40.05,Graber and Heldstab unpublished data,8820.00,Isler and van Schaik 2012,0,Botero et al 2013,0,Isler and van Schaik 2012,3,Isler and van Schaik 2012,4,Isler and van Schaik 2012,-5.74,Jones et al 2009
Carnivora,Pteronura brasiliensis,100.83,Graber and Heldstab unpublished data,24000.00,Isler and van Schaik 2012,0,Botero et al 2013,1,Isler and van Schaik 2012,1,Isler and van Schaik 2012,4,Isler and van Schaik 2012,-8.52,Jones et al 2009
Carnivora,Puma concolor,115.40,Graber and Heldstab unpublished data,42700.00,Isler and van Schaik 2012,0,Botero et al 2013,0,Isler and van Schaik 2012,3,Isler and van Schaik 2012,4,Isler and van Schaik 2012,3.28,Jones et al 2009
Carnivora,Puma yagouaroundi,37.83,Graber and Heldstab unpublished data,6875.00,Botero et al 2013,0,Botero et al 2013,0,Jones et al 2009,3,Jones et al 2009,4,Animal Diversity Web,-3.20,Jones et al 2009
Carnivora,Pusa caspica,162.50,Isler and van Schaik 2012,55000.00,Isler and van Schaik 2012,0,Kalman 2000,0,Isler and van Schaik 2012,1,Isler and van Schaik 2012,4,Isler and van Schaik 2012,42.40,IUCN 2017
Carnivora,Pusa hispida,166.83,Graber and Heldstab unpublished data,69085.00,Isler and van Schaik 2012,0,Kalman 2000,0,Isler and van Schaik 2012,1,Isler and van Schaik 2012,4,Isler and van Schaik 2012,83.60,IUCN 2017
Carnivora,Pusa sibirica,187.50,Isler and van Schaik 2012,89500.00,Isler and van Schaik 2012,0,Kalman 2000,0,Isler and van Schaik 2012,1,Isler and van Schaik 2012,4,Isler and van Schaik 2012,50.80,IUCN 2017
Carnivora,Rhynchogale melleri,16.95,Isler and van Schaik 2009,2310.00,Isler and van Schaik 2009,0,Botero et al 2013,0,Jones et al 2009,3,Jones et al 2009,3,Wilman et al 2014,-14.93,Jones et al 2009
Carnivora,Salanoia concolor,11.02,Isler and van Schaik 2009,780.00,Isler and van Schaik 2009,0,Botero et al 2013,1,Jones et al 2009,3,Jones et al 2009,4,Wilman et al 2014,-17.01,Jones et al 2009
Carnivora,Speothos venaticus,40.45,Isler and van Schaik 2012,5990.00,Isler and van Schaik 2012,0,Botero et al 2013,1,Isler and van Schaik 2012,3,Isler and van Schaik 2012,4,Isler and van Schaik 2012,-7.32,Jones et al 2009
Carnivora,Spilogale putorius,5.00,Isler and van Schaik 2012,326.00,Isler and van Schaik 2012,0,Botero et al 2013,0,Isler and van Schaik 2012,3,Isler and van Schaik 2012,3,Isler and van Schaik 2012,37.14,Jones et al 2009
Carnivora,Suricata suricatta,10.28,Graber and Heldstab unpublished data,726.00,Isler and van Schaik 2012,0,Botero et al 2013,1,Isler and van Schaik 2012,3,Isler and van Schaik 2012,4,Isler and van Schaik 2012,-24.77,Jones et al 2009
Carnivora,Taxidea taxus,55.78,Graber and Heldstab unpublished data,7425.00,Isler and van Schaik 2012,0,Botero et al 2013,0,Isler and van Schaik 2012,3,Isler and van Schaik 2012,4,Isler and van Schaik 2012,38.45,Jones et al 2009
Carnivora,Uncia uncia,107.33,Graber and Heldstab unpublished data,32500.00,Isler and van Schaik 2012,0,Heldstab et al 2018,0,Isler and van Schaik 2012,3,Isler and van Schaik 2012,4,Isler and van Schaik 2012,40.19,Jones et al 2009
Carnivora,Urocyon cinereoargenteus,35.80,Heldstab et al 2016,4010.00,Isler and van Schaik 2012,0,Botero et al 2013,0,Isler and van Schaik 2012,3,Isler and van Schaik 2012,3,Isler and van Schaik 2012,26.13,Jones et al 2009
Carnivora,Urocyon littoralis,28.17,Graber and Heldstab unpublished data,1896.00,Isler and van Schaik 2012,0,Pendragon 2011,0,Isler and van Schaik 2012,3,Isler and van Schaik 2012,3,Isler and van Schaik 2012,33.98,Jones et al 2009
Carnivora,Ursus americanus,228.00,Graber and Heldstab unpublished data,84700.00,Isler and van Schaik 2012,1,Botero et al 2013,1,Isler and van Schaik 2012,3,Isler and van Schaik 2012,3,Isler and van Schaik 2012,47.57,Jones et al 2009
Carnivora,Ursus arctos,336.97,Graber and Heldstab unpublished data,182000.00,Isler and van Schaik 2012,1,Botero et al 2013,0,Isler and van Schaik 2012,3,Isler and van Schaik 2012,3,Isler and van Schaik 2012,50.76,Jones et al 2009
Carnivora,Ursus maritimus,365.00,Graber and Heldstab unpublished data,225000.00,Isler and van Schaik 2012,1,Heldstab et al 2018,1,Isler and van Schaik 2012,3,Isler and van Schaik 2012,4,Isler and van Schaik 2012,65.80,Heldstab et al 2018
Carnivora,Ursus thibetanus,261.88,Heldstab et al 2016,87500.00,Isler and van Schaik 2009,1,Botero et al 2013,0,Jones et al 2009,3,Heldstab et al 2017,3,Wilman et al 2014,28.27,Jones et al 2009
Carnivora,Viverra tangalunga,24.05,Isler and van Schaik 2012,4710.00,Isler and van Schaik 2012,0,Botero et al 2013,0,Isler and van Schaik 2012,3,Isler and van Schaik 2012,3,Isler and van Schaik 2012,0.54,Jones et al 2009
Carnivora,Viverra zibetha,37.44,Graber and Heldstab unpublished data,8500.00,Isler and van Schaik 2012,0,Botero et al 2013,0,Isler and van Schaik 2012,3,Isler and van Schaik 2012,3,Isler and van Schaik 2012,16.64,Jones et al 2009
Carnivora,Viverricula indica,16.81,Graber and Heldstab unpublished data,2660.00,Gittleman 1986,0,Botero et al 2013,0,Jones et al 2009,4,Jones et al 2009,4,Animal Diversity Web,11.89,Jones et al 2009
Carnivora,Vormela peregusna,5.56,Graber and Heldstab unpublished data,448.00,Isler and van Schaik 2012,0,Heldstab et al 2018,0,Isler and van Schaik 2012,2,Isler and van Schaik 2012,3,Isler and van Schaik 2012,40.59,Jones et al 2009
Carnivora,Vulpes bengalensis,30.00,Graber and Heldstab unpublished data,2260.00,Isler and van Schaik 2012,0,Pendragon 2011,0,Isler and van Schaik 2012,3,Isler and van Schaik 2012,3,Isler and van Schaik 2012,21.27,Jones et al 2009
Carnivora,Vulpes chama,34.56,Graber and Heldstab unpublished data,2955.00,Isler and van Schaik 2012,0,Botero et al 2013,0,Isler and van Schaik 2012,3,Isler and van Schaik 2012,4,Isler and van Schaik 2012,-25.18,Jones et al 2009
Carnivora,Vulpes corsac,35.74,Navarrete et al 2012,2615.33,Botero et al 2013,0,Botero et al 2013,0,Jones et al 2009,3,Jones et al 2009,4,Animal Diversity Web,41.96,Jones et al 2009
Carnivora,Vulpes lagopus,41.00,Heldstab et al 2016,3415.00,Isler and van Schaik 2012,0,Pendragon 2011,0,Isler and van Schaik 2012,3,Isler and van Schaik 2012,4,Isler and van Schaik 2012,65.45,Jones et al 2009
Carnivora,Vulpes pallida,25.03,Gittleman 1986,2500.00,Animal Diversity Web,0,Botero et al 2013,0,Jones et al 2009,3,Jones et al 2009,3,Animal Diversity Web,15.00,Jones et al 2009
Carnivora,Vulpes rueppellii,24.43,Heldstab et al 2016,1575.00,Animal Diversity Web,0,Botero et al 2013,0,Jones et al 2009,3,Heldstab et al 2016,3,Animal Diversity Web,24.61,Jones et al 2009
Carnivora,Vulpes velox,30.17,Graber and Heldstab unpublished data,2345.00,Isler and van Schaik 2012,0,Botero et al 2013,0,Isler and van Schaik 2012,3,Isler and van Schaik 2012,3,Isler and van Schaik 2012,38.43,Jones et al 2009
Carnivora,Vulpes vulpes,40.86,Heldstab et al 2016,4210.00,Isler and van Schaik 2012,0,Pendragon 2011,0,Isler and van Schaik 2012,3,Isler and van Schaik 2012,3,Isler and van Schaik 2012,43.10,Jones et al 2009
Carnivora,Vulpes zerda,17.29,Isler and van Schaik 2012,969.00,Isler and van Schaik 2012,0,Botero et al 2013,0,Isler and van Schaik 2012,2,Isler and van Schaik 2012,3,Isler and van Schaik 2012,25.73,Jones et al 2009
Carnivora,Zalophus californianus,292.86,Heldstab et al 2016,91000.00,Isler and van Schaik 2012,0,Kalman 2000,0,Isler and van Schaik 2012,1,Isler and van Schaik 2012,4,Isler and van Schaik 2012,41.20,Heldstab et al 2018
Chiroptera,Artibeus jamaicensis,1.02,Baron et al 1996,41.00,Baron et al 1996,0,Botero et al 2013,0,Animal Diversity Web,5,Jones et al 2009,3,Animal Diversity Web,0.29,Jones et al 2009
Chiroptera,Balionycteris maculata,0.51,Baron et al 1996,14.40,Baron et al 1996,1,Botero et al 2013,0,Animal Diversity Web,5,Jones et al 2009,2,Animal Diversity Web,0.57,Jones et al 2009
Chiroptera,Carollia perspicillata,0.55,Baron et al 1996,17.80,Baron et al 1996,0,Botero et al 2013,0,Animal Diversity Web,5,Jones et al 2009,3,Animal Diversity Web,-4.14,Jones et al 2009
Chiroptera,Casinycteris argynnis,0.76,Baron et al 1996,24.50,Baron et al 1996,0,Botero et al 2013,0,Wilman et al 2014,5,Jones et al 2009,2,Wilman et al 2014,-1.63,Jones et al 2009
Chiroptera,Chalinolobus gouldii,0.24,Baron et al 1996,11.70,Baron et al 1996,1,Botero et al 2013,0,Jones et al 2009,5,Jones et al 2009,4,Wilman et al 2014,-27.37,Jones et al 2009
Chiroptera,Chironax melanocephalus,0.61,Baron et al 1996,17.70,Baron et al 1996,0,Botero et al 2013,0,Animal Diversity Web,5,Jones et al 2009,3,Wilman et al 2014,0.61,Jones et al 2009
Chiroptera,Cynopterus brachyotis,0.98,Baron et al 1996,33.90,Baron et al 1996,0,Botero et al 2013,0,Animal Diversity Web,5,Jones et al 2009,2,Animal Diversity Web,11.73,Jones et al 2009
Chiroptera,Cynopterus sphinx,1.20,Baron et al 1996,51.70,Baron et al 1996,0,Botero et al 2013,0,Animal Diversity Web,5,Jones et al 2009,2,Animal Diversity Web,13.63,Jones et al 2009
Chiroptera,Desmodus rotundus,1.00,Baron et al 1996,36.30,Baron et al 1996,0,Botero et al 2013,0,Animal Diversity Web,5,Jones et al 2009,4,Animal Diversity Web,-3.40,Jones et al 2009
Chiroptera,Diphylla ecaudata,0.80,Baron et al 1996,30.90,Baron et al 1996,0,Botero et al 2013,0,Animal Diversity Web,5,Jones et al 2009,4,Animal Diversity Web,2.82,Jones et al 2009
Chiroptera,Dobsonia inermis,2.70,Baron et al 1996,149.00,Baron et al 1996,0,Botero et al 2013,0,Jones et al 2009,5,Jones et al 2009,2,Wilman et al 2014,-8.42,Jones et al 2009
Chiroptera,Dobsonia moluccensis,3.68,Baron et al 1996,206.00,Baron et al 1996,0,Botero et al 2013,0,Jones et al 2009,5,Jones et al 2009,2,Wilman et al 2014,-0.82,Jones et al 2009
Chiroptera,Dobsonia praedatrix,2.95,Baron et al 1996,170.00,Baron et al 1996,0,Botero et al 2013,0,Jones et al 2009,5,Jones et al 2009,2,Wilman et al 2014,-4.09,Jones et al 2009
Chiroptera,Epomophorus labiatus,1.59,Baron et al 1996,63.90,Baron et al 1996,0,Botero et al 2013,0,Wilman et al 2014,5,Jones et al 2009,2,Wilman et al 2014,1.16,Jones et al 2009
Chiroptera,Epomophorus wahlbergi,1.81,Baron et al 1996,74.10,Baron et al 1996,0,Botero et al 2013,0,Animal Diversity Web,5,Jones et al 2009,2,Animal Diversity Web,-14.48,Jones et al 2009
Chiroptera,Epomops franqueti,2.13,Baron et al 1996,107.00,Baron et al 1996,0,Botero et al 2013,0,Animal Diversity Web,5,Jones et al 2009,2,Animal Diversity Web,-1.48,Jones et al 2009
Chiroptera,Eptesicus fuscus,0.24,Baron et al 1996,13.60,Baron et al 1996,1,Botero et al 2013,0,Animal Diversity Web,5,Jones et al 2009,4,Animal Diversity Web,31.15,Jones et al 2009
Chiroptera,Eptesicus serotinus,0.34,Baron et al 1996,20.90,Baron et al 1996,1,Botero et al 2013,0,Wilman et al 2014,5,Jones et al 2009,4,Wilman et al 2014,37.94,Jones et al 2009
Chiroptera,Eumops perotis,0.80,Pirlot and Pottier 1977,47.50,Pirlot and Pottier 1977,0,Botero et al 2013,0,Animal Diversity Web,5,Jones et al 2009,4,Animal Diversity Web,3.99,Jones et al 2009
Chiroptera,Glossophaga soricina,0.39,Baron et al 1996,9.90,Baron et al 1996,0,Botero et al 2013,0,Animal Diversity Web,5,Jones et al 2009,3,Animal Diversity Web,-2.61,Jones et al 2009
Chiroptera,Hipposideros caffer,0.31,Baron et al 1996,11.00,Baron et al 1996,0,Botero et al 2013,0,Jones et al 2009,5,Jones et al 2009,4,Wilman et al 2014,1.47,Jones et al 2009
Chiroptera,Hypsignathus monstrosus,3.48,Baron et al 1996,310.00,Baron et al 1996,0,Kingdon et al 2013,0,Animal Diversity Web,5,Jones et al 2009,2,Animal Diversity Web,1.28,Jones et al 2009
Chiroptera,Lasionycteris noctivagans,0.16,Navarrete et al 2012,5.18,Navarrete et al 2012,1,Botero et al 2013,0,Animal Diversity Web,5,Jones et al 2009,4,Animal Diversity Web,43.21,Jones et al 2009
Chiroptera,Lasiurus borealis,0.17,Navarrete et al 2012,5.81,Navarrete et al 2012,1,Botero et al 2013,0,Animal Diversity Web,5,Jones et al 2009,4,Animal Diversity Web,36.39,Jones et al 2009
Chiroptera,Leptonycteris nivalis,0.59,Baron et al 1996,22.80,Baron et al 1996,0,Botero et al 2013,0,Animal Diversity Web,5,Jones et al 2009,3,Animal Diversity Web,22.15,Jones et al 2009
Chiroptera,Macroglossus minimus,0.56,Baron et al 1996,14.60,Baron et al 1996,0,Botero et al 2013,0,Wilman et al 2014,5,Jones et al 2009,2,Animal Diversity Web,-1.28,Jones et al 2009
Chiroptera,Macroglossus sobrinus,0.69,Baron et al 1996,21.80,Baron et al 1996,0,Botero et al 2013,0,Animal Diversity Web,5,Jones et al 2009,2,Animal Diversity Web,9.61,Jones et al 2009
Chiroptera,Macrophyllum macrophyllum,0.32,Baron et al 1996,8.60,Baron et al 1996,0,Botero et al 2013,0,Animal Diversity Web,5,Jones et al 2009,4,Animal Diversity Web,-5.26,Jones et al 2009
Chiroptera,Megaerops ecaudatus,0.80,Baron et al 1996,24.00,Baron et al 1996,0,Botero et al 2013,0,Wilman et al 2014,5,Jones et al 2009,2,Wilman et al 2014,6.73,Jones et al 2009
Chiroptera,Megaerops niphanae,0.96,Baron et al 1996,32.60,Baron et al 1996,0,Botero et al 2013,0,Wilman et al 2014,5,Jones et al 2009,2,Wilman et al 2014,20.07,Jones et al 2009
Chiroptera,Megaloglossus woermanni,0.68,Baron et al 1996,17.90,Baron et al 1996,0,Botero et al 2013,0,Jones et al 2009,5,Jones et al 2009,2,Animal Diversity Web,-1.12,Jones et al 2009
Chiroptera,Melonycteris melanops,1.29,Baron et al 1996,47.30,Baron et al 1996,0,Botero et al 2013,0,Wilman et al 2014,5,Jones et al 2009,2,Wilman et al 2014,-4.33,Jones et al 2009
Chiroptera,Melonycteris woodfordi,1.02,Baron et al 1996,35.40,Baron et al 1996,0,Botero et al 2013,0,Wilman et al 2014,5,Jones et al 2009,2,Wilman et al 2014,-7.11,Jones et al 2009
Chiroptera,Micropteropus pusillus,0.83,Baron et al 1996,25.10,Baron et al 1996,0,Botero et al 2013,0,Animal Diversity Web,5,Jones et al 2009,2,Animal Diversity Web,0.57,Jones et al 2009
Chiroptera,Miniopterus schreibersii,0.21,Navarrete et al 2012,5.43,Navarrete et al 2012,1,Botero et al 2013,0,Animal Diversity Web,5,Jones et al 2009,4,Animal Diversity Web,5.87,Jones et al 2009
Chiroptera,Mops condylurus,0.46,Isler and van Schaik 2009,31.50,Isler and van Schaik 2009,1,Ruf and Geiser 2014,0,Jones et al 2009,5,Jones et al 2009,4,Wilman et al 2014,-5.77,Jones et al 2009
Chiroptera,Myonycteris torquata,1.16,Baron et al 1996,36.40,Baron et al 1996,0,Botero et al 2013,0,Animal Diversity Web,5,Jones et al 2009,2,Animal Diversity Web,-0.04,Jones et al 2009
Chiroptera,Myotis adversus,0.25,Baron et al 1996,11.20,Baron et al 1996,1,Ruf and Geiser 2014,0,Animal Diversity Web,5,Jones et al 2009,4,Wilman et al 2014,4.84,Jones et al 2009
Chiroptera,Myotis bechsteinii,0.27,Baron et al 1996,10.00,Baron et al 1996,1,Botero et al 2013,0,Animal Diversity Web,5,Jones et al 2009,4,Wilman et al 2014,45.26,Jones et al 2009
Chiroptera,Myotis dasycneme,0.31,Baron et al 1996,15.00,Baron et al 1996,1,Botero et al 2013,0,Jones et al 2009,5,Jones et al 2009,4,Wilman et al 2014,54.84,Jones et al 2009
Chiroptera,Myotis daubentonii,0.23,Baron et al 1996,8.50,Baron et al 1996,1,Botero et al 2013,0,Jones et al 2009,5,Jones et al 2009,4,Wilman et al 2014,44.87,Jones et al 2009
Chiroptera,Myotis lucifugus,0.17,Baron et al 1996,7.90,Baron et al 1996,1,Botero et al 2013,0,Jones et al 2009,5,Jones et al 2009,4,Wilman et al 2014,48.60,IUCN 2017
Chiroptera,Myotis myotis,0.49,Mangold-Wirz 1966,25.60,Mangold-Wirz 1966,1,Botero et al 2013,0,Jones et al 2009,5,Jones et al 2009,4,Wilman et al 2014,47.44,Jones et al 2009
Chiroptera,Myotis velifer,0.20,Jones and MacLarnon 2004,8.90,Jones and MacLarnon 2004,1,Botero et al 2013,0,Jones et al 2009,5,Jones et al 2009,4,Wilman et al 2014,27.11,Jones et al 2009
Chiroptera,Myotis yumanensis,0.13,Jones and MacLarnon 2004,4.60,Jones and MacLarnon 2004,1,Botero et al 2013,0,Jones et al 2009,5,Jones et al 2009,4,Wilman et al 2014,37.19,Jones et al 2009
Chiroptera,Noctilio leporinus,1.07,Baron et al 1996,51.20,Baron et al 1996,0,Botero et al 2013,0,Animal Diversity Web,5,Jones et al 2009,4,Animal Diversity Web,-3.78,Jones et al 2009
Chiroptera,Notopteris macdonaldi,1.40,Baron et al 1996,64.50,Baron et al 1996,0,Botero et al 2013,0,Jones et al 2009,5,Jones et al 2009,2,Wilman et al 2014,-17.20,Jones et al 2009
Chiroptera,Nyctalus noctula,0.30,Navarrete et al 2012,11.79,Navarrete et al 2012,1,Botero et al 2013,0,Wilman et al 2014,5,Jones et al 2009,4,Animal Diversity Web,39.16,Jones et al 2009
Chiroptera,Nycteris thebaica,0.32,Baron et al 1996,8.90,Baron et al 1996,0,Ruf and Geiser 2014,0,Animal Diversity Web,5,Jones et al 2009,4,Animal Diversity Web,1.28,Jones et al 2009
Chiroptera,Nyctophilus geoffroyi,0.17,Baron et al 1996,7.20,Baron et al 1996,1,Ruf and Geiser 2014,0,Animal Diversity Web,5,Jones et al 2009,4,Animal Diversity Web,-27.37,Jones et al 2009
Chiroptera,Paranyctimene raptor,0.73,Baron et al 1996,26.10,Baron et al 1996,1,Botero et al 2013,0,Wilman et al 2014,5,Jones et al 2009,2,Wilman et al 2014,-5.79,Jones et al 2009
Chiroptera,Penthetor lucasi,0.98,Pirlot and Pottier 1977,35.00,Pirlot and Pottier 1977,0,Kingdon et al 2013,0,Wilman et al 2014,5,Jones et al 2009,2,Wilman et al 2014,1.43,Jones et al 2009
Chiroptera,Phyllostomus discolor,1.09,Baron et al 1996,36.60,Baron et al 1996,0,Botero et al 2013,0,Jones et al 2009,5,Jones et al 2009,3,Animal Diversity Web,-1.69,Jones et al 2009
Chiroptera,Phyllostomus hastatus,1.45,Baron et al 1996,83.10,Baron et al 1996,0,Botero et al 2013,0,Animal Diversity Web,5,Animal Diversity Web,3,Animal Diversity Web,-4.05,Jones et al 2009
Chiroptera,Pipistrellus kuhlii,0.17,Baron et al 1996,6.30,Baron et al 1996,0,Botero et al 2013,0,Jones et al 2009,5,Jones et al 2009,4,Wilman et al 2014,30.29,Jones et al 2009
Chiroptera,Pipistrellus stenopterus,0.25,Jones and MacLarnon 2004,15.80,Jones and MacLarnon 2004,0,Botero et al 2013,0,Wilman et al 2014,5,Jones et al 2009,4,Wilman et al 2014,1.47,Jones et al 2009
Chiroptera,Pipistrellus subflavus,0.13,Baron et al 1996,5.30,Baron et al 1996,1,Botero et al 2013,0,Wilman et al 2014,5,Jones et al 2009,4,Animal Diversity Web,31.01,Jones et al 2009
Chiroptera,Platyrrhinus helleri,0.52,Baron et al 1996,13.80,Baron et al 1996,0,Botero et al 2013,0,Animal Diversity Web,5,Jones et al 2009,2,Jones et al 2009,-2.32,Jones et al 2009
Chiroptera,Pteropus alecto,7.04,Baron et al 1996,595.00,Baron et al 1996,0,Botero et al 2013,0,Animal Diversity Web,5,Jones et al 2009,2,Animal Diversity Web,-18.45,Jones et al 2009
Chiroptera,Pteropus conspicillatus,8.35,Baron et al 1996,750.00,Baron et al 1996,0,Botero et al 2013,0,Animal Diversity Web,5,Jones et al 2009,2,Animal Diversity Web,-10.41,Jones et al 2009
Chiroptera,Pteropus giganteus,7.78,Jones and MacLarnon 2004,577.00,Jones and MacLarnon 2004,0,Botero et al 2013,0,Animal Diversity Web,5,Jones et al 2009,2,Animal Diversity Web,17.95,Jones et al 2009
Chiroptera,Pteropus hypomelanus,5.30,Baron et al 1996,390.00,Baron et al 1996,0,Botero et al 2013,0,Wilman et al 2014,5,Jones et al 2009,2,Animal Diversity Web,3.49,Jones et al 2009
Chiroptera,Pteropus lylei,6.13,Baron et al 1996,314.00,Baron et al 1996,0,Botero et al 2013,0,Wilman et al 2014,5,Jones et al 2009,2,Wilman et al 2014,10.82,Jones et al 2009
Chiroptera,Pteropus macrotis,6.13,Baron et al 1996,366.00,Baron et al 1996,0,Botero et al 2013,0,Wilman et al 2014,5,Jones et al 2009,2,Wilman et al 2014,-5.79,Jones et al 2009
Chiroptera,Pteropus mahaganus,5.28,Baron et al 1996,465.00,Baron et al 1996,0,Botero et al 2013,0,Wilman et al 2014,5,Jones et al 2009,2,Wilman et al 2014,-6.84,Jones et al 2009
Chiroptera,Pteropus neohibernicus,9.11,Baron et al 1996,840.00,Baron et al 1996,0,Botero et al 2013,0,Wilman et al 2014,5,Jones et al 2009,2,Wilman et al 2014,-5.33,Jones et al 2009
Chiroptera,Pteropus poliocephalus,6.93,Baron et al 1996,560.00,Baron et al 1996,0,Botero et al 2013,0,Wilman et al 2014,5,Jones et al 2009,2,Animal Diversity Web,-29.16,Jones et al 2009
Chiroptera,Pteropus rufus,6.90,Weber 1896 and Warncke 1908,361.00,Weber 1896 and Warncke 1908,0,Botero et al 2013,0,Wilman et al 2014,5,Jones et al 2009,2,Animal Diversity Web,-18.77,Jones et al 2009
Chiroptera,Pteropus samoensis,5.79,Baron et al 1996,310.00,Baron et al 1996,0,Botero et al 2013,1,Wilman et al 2014,5,Jones et al 2009,2,Animal Diversity Web,-16.06,Jones et al 2009
Chiroptera,Pteropus scapulatus,5.36,Baron et al 1996,375.00,Baron et al 1996,0,Botero et al 2013,0,Wilman et al 2014,5,Jones et al 2009,2,Animal Diversity Web,-23.14,Jones et al 2009
Chiroptera,Pteropus temminckii,4.89,Baron et al 1996,250.00,Baron et al 1996,0,Botero et al 2013,0,Wilman et al 2014,5,Jones et al 2009,2,Wilman et al 2014,-3.32,Jones et al 2009
Chiroptera,Pteropus tonganus,5.96,Baron et al 1996,383.00,Baron et al 1996,0,Botero et al 2013,0,Wilman et al 2014,5,Jones et al 2009,2,Animal Diversity Web,-12.87,Jones et al 2009
Chiroptera,Pteropus vampyrus,8.30,Baron et al 1996,909.00,Baron et al 1996,0,Botero et al 2013,0,Animal Diversity Web,5,Jones et al 2009,2,Animal Diversity Web,4.01,Jones et al 2009
Chiroptera,Rhinolophus hipposideros,0.15,Baron et al 1996,4.60,Baron et al 1996,1,Botero et al 2013,0,Animal Diversity Web,5,Jones et al 2009,4,Animal Diversity Web,31.68,Jones et al 2009
Chiroptera,Rhinolophus megaphyllus,0.26,Baron et al 1996,9.80,Baron et al 1996,1,Botero et al 2013,0,Animal Diversity Web,5,Jones et al 2009,4,Animal Diversity Web,-20.20,Jones et al 2009
Chiroptera,Rhinopoma microphyllum,0.39,Baron et al 1996,29.40,Baron et al 1996,1,Botero et al 2013,0,Wilman et al 2014,5,Jones et al 2009,4,Wilman et al 2014,18.84,Jones et al 2009
Chiroptera,Rousettus amplexicaudatus,1.66,Baron et al 1996,79.70,Baron et al 1996,0,Botero et al 2013,0,Animal Diversity Web,5,Jones et al 2009,3,Animal Diversity Web,4.31,Jones et al 2009
Chiroptera,Saccopteryx bilineata,0.22,Baron et al 1996,6.80,Baron et al 1996,0,Botero et al 2013,0,Animal Diversity Web,5,Jones et al 2009,4,Animal Diversity Web,0.50,Jones et al 2009
Chiroptera,Scotophilus dinganii,0.44,Baron et al 1996,24.30,Baron et al 1996,0,Ruf and Geiser 2014,0,Wilman et al 2014,5,Jones et al 2009,4,Wilman et al 2014,-8.02,Jones et al 2009
