Group,Genus species,brain mass,Ref. brain mass,body mass,Ref. body mass,hibernation,Ref. hibernation,diurnality,Ref. diurnality,substrate use,Ref. substrate use,diet,Ref. diet,mid-latitude of geographical distribution ,Ref. mid-latitude of geographical distribution
Carnivora,Atelocynus microtis,62.18,Gittleman 1986,9030.00,Gittleman 1986,0,Botero et al 2013,1,Animal Diversity Web,3,Animal Diversity Web,4,Animal Diversity Web,-13.76,Jones et al 2009
Carnivora,Atilax paludinosus,27.88,Graber and Heldstab unpublished data,3400.00,Isler and van Schaik 2009,0,Botero et al 2013,1,Jones et al 2009,3,Animal Diversity Web,3,Animal Diversity Web,-8.88,Jones et al 2009
Carnivora,Bassariscus astutus,17.25,Graber and Heldstab unpublished data,985.00,Isler and van Schaik 2012,0,Botero et al 2013,0,Isler and van Schaik 2012,3,Isler and van Schaik 2012,3,Isler and van Schaik 2012,29.65,Jones et al 2009
Carnivora,Bassariscus sumichrasti,19.30,Gittleman 1986,1231.00,Gittleman 1986,0,Botero et al 2013,0,Animal Diversity Web,4,Animal Diversity Web,3,Animal Diversity Web,15.06,Jones et al 2009
Carnivora,Bdeogale crassicauda,17.00,Gittleman 1986,1750.00,Gittleman 1986,0,Botero et al 2013,0,Animal Diversity Web,2,Animal Diversity Web,4,Animal Diversity Web,-11.01,Jones et al 2009
Carnivora,Callorhinus ursinus,201.67,Graber and Heldstab unpublished data,44750.00,Isler and van Schaik 2012,0,Heldstab et al 2018,0,Isler and van Schaik 2012,1,Isler and van Schaik 2012,4,Isler and van Schaik 2012,48.80,Heldstab et al 2018
Carnivora,Canis adustus,48.85,Graber and Heldstab unpublished data,8290.00,Isler and van Schaik 2009,0,Botero et al 2013,0,Animal Diversity Web,3,Jones et al 2009,3,Animal Diversity Web,-6.00,Jones et al 2009
Carnivora,Canis aureus,82.25,Graber and Heldstab unpublished data,7150.00,Isler and van Schaik 2012,0,Botero et al 2013,0,Isler and van Schaik 2012,3,Isler and van Schaik 2012,3,Isler and van Schaik 2012,21.14,Jones et al 2009
Carnivora,Canis latrans,89.08,Heldstab et al 2016,9760.00,Isler and van Schaik 2012,0,Botero et al 2013,1,Isler and van Schaik 2012,3,Isler and van Schaik 2012,3,Isler and van Schaik 2012,39.70,Jones et al 2009
Carnivora,Canis lupus,123.63,Heldstab et al 2016,31100.00,Isler and van Schaik 2012,0,Pendragon 2011,0,Isler and van Schaik 2012,3,Isler and van Schaik 2012,4,Isler and van Schaik 2012,47.38,Jones et al 2009
Carnivora,Canis mesomelas,53.25,Graber and Heldstab unpublished data,6600.00,Isler and van Schaik 2012,0,Botero et al 2013,0,Isler and van Schaik 2012,3,Isler and van Schaik 2012,3,Isler and van Schaik 2012,-9.18,Jones et al 2009
Carnivora,Caracal caracal,47.67,Graber and Heldstab unpublished data,9680.00,Gittleman 1986,0,Botero et al 2013,0,Animal Diversity Web,3,Jones et al 2009,4,Animal Diversity Web,5.50,Jones et al 2009
Carnivora,Catopuma temminckii,68.03,Gittleman 1986,13500.00,Animal Diversity Web,0,Heldstab et al 2018,0,Wilman et al 2014,3,Animal Diversity Web,4,Animal Diversity Web,11.88,Jones et al 2009
Carnivora,Cerdocyon thous,40.00,Graber and Heldstab unpublished data,5741.66,Botero et al 2013,0,Botero et al 2013,0,Animal Diversity Web,3,Jones et al 2009,3,Animal Diversity Web,-11.22,Jones et al 2009
Carnivora,Chrotogale owstoni,22.50,Navarrete et al 2012,1960.00,Navarrete et al 2012,0,Botero et al 2013,0,Animal Diversity Web,3,Animal Diversity Web,4,Animal Diversity Web,22.03,Jones et al 2009
Carnivora,Chrysocyon brachyurus,110.25,Graber and Heldstab unpublished data,23250.00,Isler and van Schaik 2009,0,Botero et al 2013,0,Animal Diversity Web,3,Animal Diversity Web,3,Animal Diversity Web,-17.32,Jones et al 2009
Carnivora,Civettictis civetta,37.43,Graber and Heldstab unpublished data,11250.00,Isler and van Schaik 2012,0,Botero et al 2013,0,Isler and van Schaik 2012,3,Isler and van Schaik 2012,3,Isler and van Schaik 2012,-6.02,Jones et al 2009
Carnivora,Conepatus chinga,18.00,Graber and Heldstab unpublished data,3400.00,Animal Diversity Web,1,Animal Diversity Web,0,Animal Diversity Web,3,Animal Diversity Web,3,Animal Diversity Web,-24.60,Jones et al 2009
Carnivora,Conepatus humboldtii,10.75,Graber and Heldstab unpublished data,1097.61,Botero et al 2013,0,Botero et al 2013,0,Animal Diversity Web,3,Animal Diversity Web,4,Animal Diversity Web,-45.97,Jones et al 2009
Carnivora,Conepatus leuconotus,17.39,Graber and Heldstab unpublished data,2010.00,Isler and van Schaik 2012,0,Botero et al 2013,0,Isler and van Schaik 2012,3,Isler and van Schaik 2012,3,Isler and van Schaik 2012,26.00,Jones et al 2009
Carnivora,Crocuta crocuta,154.60,Graber and Heldstab unpublished data,57800.00,Isler and van Schaik 2012,0,Botero et al 2013,0,Isler and van Schaik 2012,3,Isler and van Schaik 2012,4,Isler and van Schaik 2012,-5.14,Jones et al 2009
Carnivora,Crossarchus obscurus,9.78,Isler and van Schaik 2009,725.00,Isler and van Schaik 2009,0,Botero et al 2013,0,Animal Diversity Web,3,Animal Diversity Web,4,Animal Diversity Web,6.82,Jones et al 2009
Carnivora,Cryptoprocta ferox,32.14,Isler and van Schaik 2012,6775.00,Isler and van Schaik 2012,0,Botero et al 2013,0,Isler and van Schaik 2012,3,Isler and van Schaik 2012,4,Isler and van Schaik 2012,-18.96,Jones et al 2009
Carnivora,Cuon alpinus,100.50,Graber and Heldstab unpublished data,13800.00,Isler and van Schaik 2012,0,Botero et al 2013,0,Isler and van Schaik 2012,3,Isler and van Schaik 2012,4,Isler and van Schaik 2012,23.37,Jones et al 2009
Carnivora,Cynictis penicillata,8.46,Graber and Heldstab unpublished data,571.00,Isler and van Schaik 2012,0,Botero et al 2013,1,Isler and van Schaik 2012,3,Isler and van Schaik 2012,4,Isler and van Schaik 2012,-25.71,Jones et al 2009
Carnivora,Cynogale bennettii,29.96,Gittleman 1986,4010.00,Gittleman 1986,0,Botero et al 2013,0,Animal Diversity Web,3,Animal Diversity Web,4,Animal Diversity Web,1.05,Jones et al 2009
Carnivora,Cystophora cristata,340.00,Graber and Heldstab unpublished data,222500.00,Bininda-Emonds 2000,0,Kalman 2000,1,Animal Diversity Web,1,Animal Diversity Web,4,Animal Diversity Web,78.70,IUCN 2017
Carnivora,Eira barbara,40.78,Graber and Heldstab unpublished data,3500.00,Isler and van Schaik 2006,0,Heldstab et al 2018,1,Animal Diversity Web,3,Animal Diversity Web,3,Animal Diversity Web,-4.49,Jones et al 2009
Carnivora,Enhydra lutris,130.38,Graber and Heldstab unpublished data,23600.00,Isler and van Schaik 2012,0,Heldstab et al 2018,0,Isler and van Schaik 2012,1,Isler and van Schaik 2012,4,Isler and van Schaik 2012,47.90,Heldstab et al 2018
Carnivora,Erignathus barbatus,410.83,Graber and Heldstab unpublished data,270680.00,Isler and van Schaik 2012,0,Heldstab et al 2018,0,Isler and van Schaik 2012,1,Isler and van Schaik 2012,4,Isler and van Schaik 2012,75.40,IUCN 2017
Carnivora,Eumetopias jubatus,467.86,Graber and Heldstab unpublished data,287550.00,Isler and van Schaik 2012,0,Kalman 2000,0,Isler and van Schaik 2012,1,Isler and van Schaik 2012,4,Isler and van Schaik 2012,57.40,IUCN 2017
Carnivora,Eupleres goudotii,16.95,Isler and van Schaik 2012,1850.00,Isler and van Schaik 2012,0,Botero et al 2013,0,Isler and van Schaik 2012,3,Isler and van Schaik 2012,4,Isler and van Schaik 2012,-18.76,Jones et al 2009
Carnivora,Felis chaus,37.88,Graber and Heldstab unpublished data,5050.00,Isler and van Schaik 2012,0,Botero et al 2013,0,Isler and van Schaik 2012,3,Isler and van Schaik 2012,4,Isler and van Schaik 2012,26.78,Jones et al 2009
Carnivora,Felis nigripes,20.50,Graber and Heldstab unpublished data,1100.00,Isler and van Schaik 2012,0,Botero et al 2013,0,Isler and van Schaik 2012,3,Isler and van Schaik 2012,4,Isler and van Schaik 2012,-24.65,Jones et al 2009
Carnivora,Felis silvestris,25.44,Graber and Heldstab unpublished data,4130.00,Isler and van Schaik 2012,0,Botero et al 2013,0,Isler and van Schaik 2012,3,Isler and van Schaik 2012,4,Isler and van Schaik 2012,8.59,Jones et al 2009
Carnivora,Fossa fossana,16.50,Graber and Heldstab unpublished data,2260.00,Isler and van Schaik 2006,0,Botero et al 2013,0,Animal Diversity Web,3,Animal Diversity Web,4,Animal Diversity Web,-18.81,Jones et al 2009
Carnivora,Galictis cuja,15.03,Gittleman 1986,1580.00,Redford and Eisenberg 1992,0,Botero et al 2013,0,Jones et al 2009,3,Jones et al 2009,4,Animal Diversity Web,-29.01,Jones et al 2009
Carnivora,Galictis vittata,23.17,Graber and Heldstab unpublished data,2348.00,Gittleman 1986,0,Animal Diversity Web,1,Wilman et al 2014,3,Animal Diversity Web,4,Animal Diversity Web,3.50,Jones et al 2009
Carnivora,Galidia elegans,10.70,Graber and Heldstab unpublished data,914.00,Isler and van Schaik 2012,0,Botero et al 2013,0,Isler and van Schaik 2012,3,Isler and van Schaik 2012,4,Isler and van Schaik 2012,-18.76,Jones et al 2009
Carnivora,Genetta angolensis,15.49,Isler and van Schaik 2009,1650.00,Isler and van Schaik 2009,0,Botero et al 2013,0,Animal Diversity Web,3,Animal Diversity Web,4,Animal Diversity Web,-9.97,Jones et al 2009
Carnivora,Genetta genetta,12.75,Graber and Heldstab unpublished data,1820.00,Isler and van Schaik 2012,0,Botero et al 2013,0,Isler and van Schaik 2012,3,Isler and van Schaik 2012,4,Isler and van Schaik 2012,7.53,Jones et al 2009
Carnivora,Genetta servalina,15.03,Isler and van Schaik 2009,1700.00,Isler and van Schaik 2009,0,Botero et al 2013,0,Animal Diversity Web,3,Jones et al 2009,4,Wilman et al 2014,-1.88,Jones et al 2009
Carnivora,Genetta tigrina,15.18,Isler and van Schaik 2012,1750.00,Isler and van Schaik 2012,0,Botero et al 2013,0,Isler and van Schaik 2012,3,Isler and van Schaik 2012,4,Isler and van Schaik 2012,-28.48,Jones et al 2009
Carnivora,Gulo gulo,71.67,Graber and Heldstab unpublished data,10600.00,Isler and van Schaik 2012,0,Botero et al 2013,0,Isler and van Schaik 2012,3,Isler and van Schaik 2012,4,Isler and van Schaik 2012,60.67,Jones et al 2009
Carnivora,Halichoerus grypus,300.00,Heldstab et al 2016,155000.00,Isler and van Schaik 2012,0,Kalman 2000,0,Isler and van Schaik 2012,1,Isler and van Schaik 2012,4,Isler and van Schaik 2012,56.30,Heldstab et al 2018
Carnivora,Helarctos malayanus,301.67,Graber and Heldstab unpublished data,79840.00,Gittleman 1986,0,Botero et al 2013,0,Animal Diversity Web,3,Animal Diversity Web,3,Animal Diversity Web,9.67,Jones et al 2009
Carnivora,Helogale parvula,4.17,Graber and Heldstab unpublished data,267.00,Isler and van Schaik 2012,0,Botero et al 2013,1,Isler and van Schaik 2012,3,Isler and van Schaik 2012,4,Isler and van Schaik 2012,-7.04,Jones et al 2009
Carnivora,Herpestes brachyurus,12.55,Isler and van Schaik 2009,1450.00,Isler and van Schaik 2009,0,Botero et al 2013,1,Wilman et al 2014,3,Jones et al 2009,4,Wilman et al 2014,3.19,Jones et al 2009
Carnivora,Herpestes ichneumon,19.55,Graber and Heldstab unpublished data,3265.00,Isler and van Schaik 2012,0,Botero et al 2013,0,Isler and van Schaik 2012,3,Isler and van Schaik 2012,3,Isler and van Schaik 2012,2.37,Jones et al 2009
Carnivora,Herpestes javanicus,7.42,Graber and Heldstab unpublished data,527.00,Isler and van Schaik 2012,0,Botero et al 2013,1,Isler and van Schaik 2012,3,Isler and van Schaik 2012,3,Isler and van Schaik 2012,14.29,Jones et al 2009
Carnivora,Herpestes naso,25.53,Isler and van Schaik 2009,3000.00,Isler and van Schaik 2009,0,Botero et al 2013,1,Wilman et al 2014,3,Jones et al 2009,4,Wilman et al 2014,-2.46,Jones et al 2009
Carnivora,Herpestes smithii,13.74,Gittleman 1986,1550.00,Nowak 2005,0,Botero et al 2013,1,Wilman et al 2014,3,Jones et al 2009,4,Wilman et al 2014,15.21,Jones et al 2009
Carnivora,Herpestes urva,20.41,Graber and Heldstab unpublished data,2268.00,Nowak 2005,0,Botero et al 2013,1,Wilman et al 2014,3,Jones et al 2009,4,Wilman et al 2014,17.26,Jones et al 2009
Carnivora,Herpestes vitticollis,25.79,Isler and van Schaik 2009,2900.00,Isler and van Schaik 2009,0,Botero et al 2013,1,Wilman et al 2014,3,Jones et al 2009,4,Wilman et al 2014,10.47,Jones et al 2009
Carnivora,Histriophoca fasciata,248.75,Isler and van Schaik 2012,80360.00,Isler and van Schaik 2012,0,Kalman 2000,0,Isler and van Schaik 2012,1,Isler and van Schaik 2012,4,Isler and van Schaik 2012,76.60,IUCN 2017
Carnivora,Hyaena brunnea,113.14,Graber and Heldstab unpublished data,39300.00,Isler and van Schaik 2012,0,Botero et al 2013,0,Isler and van Schaik 2012,3,Isler and van Schaik 2012,3,Isler and van Schaik 2012,-24.30,Jones et al 2009
Carnivora,Hyaena hyaena,103.11,Graber and Heldstab unpublished data,36300.00,Isler and van Schaik 2012,0,Botero et al 2013,0,Isler and van Schaik 2012,3,Isler and van Schaik 2012,4,Isler and van Schaik 2012,16.93,Jones et al 2009
Carnivora,Hydrictis maculicollis,33.00,Isler and van Schaik 2012,4300.00,Isler and van Schaik 2012,0,Heldstab et al 2018,1,Isler and van Schaik 2012,1,Isler and van Schaik 2012,4,Isler and van Schaik 2012,-8.13,Jones et al 2009
Carnivora,Hydrurga leptonyx,712.50,Isler and van Schaik 2012,345500.00,Isler and van Schaik 2012,0,Kalman 2000,0,Isler and van Schaik 2012,1,Isler and van Schaik 2012,4,Isler and van Schaik 2012,-75.10,IUCN 2017
Carnivora,Ichneumia albicauda,22.97,Graber and Heldstab unpublished data,4315.00,Isler and van Schaik 2012,0,Botero et al 2013,0,Isler and van Schaik 2012,3,Isler and van Schaik 2012,4,Isler and van Schaik 2012,-3.69,Jones et al 2009
Carnivora,Ictonyx libyca,4.48,Isler and van Schaik 2009,400.00,Isler and van Schaik 2009,0,Botero et al 2013,0,Jones et al 2009,3,Jones et al 2009,4,Wilman et al 2014,23.09,Jones et al 2009
Carnivora,Ictonyx striatus,8.03,Graber and Heldstab unpublished data,713.00,Isler and van Schaik 2012,0,Botero et al 2013,0,Isler and van Schaik 2012,3,Isler and van Schaik 2012,4,Isler and van Schaik 2012,-6.10,Jones et al 2009
Carnivora,Leopardus geoffroyi,33.33,Graber and Heldstab unpublished data,4000.00,Animal Diversity Web,0,Heldstab et al 2018,0,Animal Diversity Web,3,Animal Diversity Web,4,Animal Diversity Web,-33.21,Jones et al 2009
Carnivora,Leopardus pardalis,58.60,Graber and Heldstab unpublished data,10750.00,Isler and van Schaik 2012,0,Botero et al 2013,0,Isler and van Schaik 2012,3,Isler and van Schaik 2012,4,Isler and van Schaik 2012,-0.41,Jones et al 2009
Carnivora,Leptailurus serval,54.00,Graber and Heldstab unpublished data,10400.00,Isler and van Schaik 2012,0,Botero et al 2013,0,Isler and van Schaik 2012,3,Isler and van Schaik 2012,4,Isler and van Schaik 2012,1.48,Jones et al 2009
Carnivora,Leptonychotes weddellii,587.50,Graber and Heldstab unpublished data,368000.00,Isler and van Schaik 2012,0,Kalman 2000,0,Isler and van Schaik 2012,1,Isler and van Schaik 2012,4,Isler and van Schaik 2012,-77.20,IUCN 2017
Carnivora,Lobodon carcinophaga,434.00,Graber and Heldstab unpublished data,222250.00,Isler and van Schaik 2012,0,Kalman 2000,0,Isler and van Schaik 2012,1,Isler and van Schaik 2012,4,Isler and van Schaik 2012,-76.40,IUCN 2017
Carnivora,Lontra canadensis,52.31,Graber and Heldstab unpublished data,7850.00,Isler and van Schaik 2012,0,Botero et al 2013,0,Isler and van Schaik 2012,1,Isler and van Schaik 2012,4,Isler and van Schaik 2012,47.60,Jones et al 2009
Carnivora,Lontra felina,38.75,Graber and Heldstab unpublished data,4000.00,Isler and van Schaik 2012,0,Botero et al 2013,1,Isler and van Schaik 2012,1,Isler and van Schaik 2012,4,Isler and van Schaik 2012,-32.90,IUCN 2017
Carnivora,Lontra longicaudis,48.50,Graber and Heldstab unpublished data,8000.00,Isler and van Schaik 2012,0,Botero et al 2013,1,Isler and van Schaik 2012,1,Isler and van Schaik 2012,4,Isler and van Schaik 2012,-6.00,Jones et al 2009
Carnivora,Lutra lutra,36.58,Graber and Heldstab unpublished data,6750.00,Isler and van Schaik 2012,0,Botero et al 2013,0,Isler and van Schaik 2012,1,Isler and van Schaik 2012,4,Isler and van Schaik 2012,27.69,Jones et al 2009
Carnivora,Lutrogale perspicillata,58.67,Graber and Heldstab unpublished data,7300.00,Isler and van Schaik 2012,0,Botero et al 2013,1,Isler and van Schaik 2012,1,Isler and van Schaik 2012,4,Isler and van Schaik 2012,11.88,Jones et al 2009
Carnivora,Lycalopex culpaeus,51.42,Isler and van Schaik 2012,8840.00,Isler and van Schaik 2012,0,Pendragon 2011,0,Isler and van Schaik 2012,3,Isler and van Schaik 2012,4,Isler and van Schaik 2012,-26.69,Jones et al 2009
Carnivora,Lycalopex gymnocercus,40.04,Graber and Heldstab unpublished data,4390.00,Isler and van Schaik 2012,0,Botero et al 2013,0,Isler and van Schaik 2012,3,Isler and van Schaik 2012,3,Isler and van Schaik 2012,-26.27,Jones et al 2009
Carnivora,Lycaon pictus,128.33,Heldstab et al 2016,22050.00,Isler and van Schaik 2012,0,Botero et al 2013,0,Isler and van Schaik 2012,3,Isler and van Schaik 2012,4,Isler and van Schaik 2012,-2.74,Jones et al 2009
Carnivora,Lynx canadensis,66.67,Graber and Heldstab unpublished data,9682.82,Botero et al 2013,0,Botero et al 2013,0,Animal Diversity Web,3,Animal Diversity Web,4,Animal Diversity Web,53.82,Jones et al 2009
Carnivora,Lynx lynx,85.50,Graber and Heldstab unpublished data,17200.00,Isler and van Schaik 2012,0,Botero et al 2013,0,Isler and van Schaik 2012,3,Isler and van Schaik 2012,4,Isler and van Schaik 2012,48.95,Jones et al 2009
Carnivora,Lynx rufus,58.50,Graber and Heldstab unpublished data,7500.00,Isler and van Schaik 2012,0,Botero et al 2013,0,Isler and van Schaik 2012,3,Isler and van Schaik 2012,4,Isler and van Schaik 2012,37.75,Jones et al 2009
Carnivora,Martes americana,17.58,Graber and Heldstab unpublished data,621.00,Isler and van Schaik 2006,0,Botero et al 2013,0,Animal Diversity Web,3,Animal Diversity Web,3,Animal Diversity Web,52.85,Jones et al 2009
Carnivora,Martes flavigula,27.10,Graber and Heldstab unpublished data,3400.00,Isler and van Schaik 2009,0,Botero et al 2013,1,Animal Diversity Web,3,Animal Diversity Web,3,Animal Diversity Web,20.70,Jones et al 2009
Carnivora,Martes foina,17.14,Graber and Heldstab unpublished data,1450.00,Isler and van Schaik 2012,0,Botero et al 2013,0,Isler and van Schaik 2012,3,Isler and van Schaik 2012,3,Isler and van Schaik 2012,40.18,Jones et al 2009
Carnivora,Martes martes,18.50,Graber and Heldstab unpublished data,982.00,Isler and van Schaik 2012,0,Botero et al 2013,0,Isler and van Schaik 2012,3,Isler and van Schaik 2012,3,Isler and van Schaik 2012,53.35,Jones et al 2009
Carnivora,Martes pennanti,29.88,Graber and Heldstab unpublished data,2250.00,Isler and van Schaik 2012,0,Botero et al 2013,0,Isler and van Schaik 2012,3,Isler and van Schaik 2012,4,Isler and van Schaik 2012,48.74,Jones et al 2009
Carnivora,Martes zibellina,18.50,Isler and van Schaik 2012,1130.00,Isler and van Schaik 2012,0,Botero et al 2013,0,Isler and van Schaik 2012,3,Isler and van Schaik 2012,3,Isler and van Schaik 2012,55.69,Jones et al 2009
Carnivora,Mellivora capensis,74.67,Graber and Heldstab unpublished data,9900.00,Isler and van Schaik 2009,0,Botero et al 2013,1,Animal Diversity Web,3,Jones et al 2009,3,Animal Diversity Web,4.13,Jones et al 2009
Carnivora,Melogale moschata,16.25,Graber and Heldstab unpublished data,938.50,Botero et al 2013,0,Botero et al 2013,0,Animal Diversity Web,3,Animal Diversity Web,3,Animal Diversity Web,25.77,Jones et al 2009
Carnivora,Melogale personata,48.91,Gittleman 1986,4060.00,Gittleman 1986,0,Botero et al 2013,0,Animal Diversity Web,3,Animal Diversity Web,3,Animal Diversity Web,18.19,Jones et al 2009
Carnivora,Melursus ursinus,263.00,Graber and Heldstab unpublished data,99750.00,Isler and van Schaik 2012,0,Botero et al 2013,0,Isler and van Schaik 2012,3,Isler and van Schaik 2012,3,Isler and van Schaik 2012,18.25,Jones et al 2009
Carnivora,Mephitis macroura,8.44,Graber and Heldstab unpublished data,1097.76,Botero et al 2013,0,Botero et al 2013,0,Animal Diversity Web,3,Animal Diversity Web,3,Animal Diversity Web,23.58,Jones et al 2009
